VariableName,Attribute,Use in Analysis
V00DTPROA,"SAQ:Block Brief 2000: daily nutrients from food, carotene, provitamin A carotenoids (ug) (calc)",1.0
V00DTCARB,"SAQ:Block Brief 2000: daily nutrients from food, carbohydrate (g) (calc)",1.0
V00PCTALCH,SAQ:Block Brief 2000: daily percent of calories from alcoholic beverages (kcal) (calc),1.0
V00DTFOL,"SAQ:Block Brief 2000: daily nutrients from food, folate (mcg) (calc)",1.0
V00DTLIN,"SAQ:Block Brief 2000: daily nutrients from food, polyunsaturated fat (g) (calc)",1.0
V00PCTLARG,"SAQ:Block Brief 2000: error flag, percent of foods marked as large portion (calc)",1.0
V00DTVITE,"SAQ:Block Brief 2000: daily nutrients from food, vitamin E a-TE (calc)",1.0
V00NNOSERV,"SAQ:Block Brief 2000: error flag, number of food items with serving size omitted (calc)",1.0
V00NSKIP,"SAQ:Block Brief 2000: error flag, number of food items skipped (calc)",1.0
V00DTCRYP,"SAQ:Block Brief 2000: daily nutrients from food, cryptoxanthin (carotenoid) (ug) (calc)",1.0
V00PCTMEDS,"SAQ:Block Brief 2000: error flag, percent of foods marked as medium portion (calc)",1.0
V00DTRIBO,"SAQ:Block Brief 2000: daily nutrients from food, riboflavin (B2) (mg) (calc)",1.0
V00NERRORS,"SAQ:Block Brief 2000: error flag, how many serious errors were applied (calc)",1.0
V00DTZINC,"SAQ:Block Brief 2000: daily nutrients from food, zinc (mg) (calc)",1.0
V00FFQFLG5,"SAQ:Block Brief 2000: exclusion criteria flag, more than 15% of questions were skipped (calc)",1.0
V00FFQFLG2,"SAQ:Block Brief 2000: exclusion criteria flag,kcal less than 800/greater than 4200 (men only),kcal less than 500/greater than 3500 (women only)(calc)",1.0
V00FFQFLG1,"SAQ:Block Brief 2000: exclusion criteria flag, kcal less than 500 or greater than 5000 (men and women) (calc)",1.0
V00FFQFLG4,"SAQ:Block Brief 2000: exclusion criteria flag, kcals greater than 3 times the interquartile range (calc)",1.0
V00FFQFLG3,"SAQ:Block Brief 2000: exclusion criteria flag, kcals greater than 2 standard deviations from the mean (calc)",1.0
V00FFQSZW,"SAQ:Block Brief 2000: wine/wine coolers, how many glasses each time (calc)",1.0
V00FFQSZL,"SAQ:Block Brief 2000: liquor/mixed drinks, how many drinks each time (calc)",1.0
P01STFID2,SV:Height (standing): staff ID#,0.0
P01STFID1,SV:Weight: staff ID #,0.0
P01HESTFID,SV:Hand exam: staff ID #,0.0
V00BPSTFID,EV:Blood pressure: staff ID #,0.0
V00BPCFSZ,EV:Q1.Blood pressure: what cuff size used,0.0
V00BPARM,EV:Q2.Blood pressure: what arm used to take measurement,0.0
V00BPTERM,EV:Q5.Blood pressure: was measurement terminated because MIL is >=300 mm Hg after second reading,1.0
V00BPSYS,EV:Q6.Blood pressure: systolic (mm Hg),1.0
V00BPDIAS,EV:Q6.Blood pressure: diastolic (mm Hg),1.0
V00RPSTFID,EV:Radial pulse: staff ID #,0.0
V00RPAVG,EV:Radial pulse: average beats per minute,1.0
V00ACSTFID,EV:Abdominal circumference: staff ID #,0.0
V00MAXCIRC,EV:Q7.Abdominal circumference: was maximal circumference (greatest protuberance) below the measured circumference,1.0
V00SCSTFID,EV:Single chair stand: staff ID #,0.0
V00CSTSGL,EV:Single chair stand,1.0
V00RCSTFID,EV:Repeated chair stands: staff ID #,0.0
V00CSTREP1,EV:Repeated chair stands: trial 1,1.0
V00CSTIME1,EV:Repeated chair stands: trial 1 time (sec.hundredths/sec),1.0
V00CSTNUM1,"EV:Repeated chair stands: trial 1, number completed without using arms",1.0
V00CSTREP2,EV:Repeated chair stands: trial 2,1.0
V00CSTIME2,EV:Repeated chair stands: trial 2 time (sec.hundredths/sec),1.0
V00CSTNUM2,"EV:Repeated chair stands: trial 2, number completed without using arms",1.0
V00KIKBALL,EV:Q1.Isometric strength: which leg use to kick ball,1.0
V00EKRSR,"EV:Q2.Isometric strength: right knee, ever had knee replacement surgery",1.0
V00RLLGTH,EV:Q3.Isometric strength: right leg length from transducer to joint line (cm),1.0
V00RLBACK,"EV:Q4a.Isometric strength: right leg chair and transducer settings, back support (cm)",1.0
V00RLARM,"EV:Q4b.Isometric strength: right leg chair and transducer settings, arm support (cm)",1.0
V00RLHORIZ,"EV:Q4c.Isometric strength: right leg chair and transducer settings, horizontal bar (knee angle fix) (cm)",1.0
V00RLVERT,"EV:Q4d.Isometric Strength: right leg chair and transducer settings, vertical bar (height) (cm)",1.0
V00REXPN,"EV:Q7.Isometric strength: right knee extension, any knee pain during test",1.0
V00REXCOMP,"EV:Q8.Isometric strength: right knee extension, able to complete (3) measurements",1.0
V00REXWHY1,"EV:Q8a.Isometric strength: right knee extension, not able to complete measurements, knee pain",1.0
V00REXWHY2,"EV:Q8a.Isometric strength: right knee extension, not able to complete measurements, equipment problems",1.0
V00REXWHY3,"EV:Q8a.Isometric strength: right knee extension, not able to complete measurements, participant fatigue",1.0
V00REXWHY4,"EV:Q8a.Isometric strength: right knee extension, not able to complete measurements, participant refused",1.0
V00REXWHY5,"EV:Q8a.Isometric strength: right knee extension, not able to complete measurements, other",1.0
V00RFXPN,"EV:Q10.Isometric strength: right knee flexion, any knee pain during test",1.0
V00RFXCOMP,"EV:Q11.Isometric strength: right knee flexion, able to complete (3) measurements",1.0
V00RFXWHY1,"EV:Q11a.Isometric strength: right knee flexion, not able to complete measurements, knee pain",1.0
V00RFXWHY2,"EV:Q11a.Isometric strength: right knee flexion, not able to complete measurements, equipment problems",1.0
V00RFXWHY3,"EV:Q11a.Isometric strength: right knee flexion, not able to complete measurements, participant fatigue",1.0
V00RFXWHY4,"EV:Q11a.Isometric strength: right knee flexion, not able to complete measurements, participant refused",1.0
V00RFXWHY5,"EV:Q11a.Isometric strength: right knee flexion, not able to complete measurements, other",1.0
V00EKRSL,"EV:Q12.Isometric strength: left knee, ever had knee replacement surgery",1.0
V00LLLGTH,EV:Q13.Isometric strength: left leg length from transducer to joint line (cm),1.0
V00TRANSET,EV:Q14.Isometric strength: chair and transducer settings for left leg same as right leg settings,1.0
V00LLBACK,"EV:Q15a.Isometric strength: left leg chair and transducer settings, back support (cm)",1.0
V00LLARM,"EV:Q15b.Isometric strength: left leg chair and transducer settings, arm support (cm)",1.0
V00LLHORIZ,"EV:Q15c.Isometric strength: left leg chair and transducer settings, horizontal bar (knee angle fix) (cm)",1.0
V00LLVERT,"EV:Q15d.Isometric strength: left leg chair and transducer settings, vertical bar (height) (cm)",1.0
V00LEXPN,"EV:Q18.Isometric strength: left knee extension, any knee pain during test",1.0
V00LEXCOMP,"EV:Q19.Isometric strength: left knee extension, able to complete (3) measurements",1.0
V00LEXWHY1,"EV:Q19a.Isometric strength: left knee extension, not able to complete measurements, knee pain",1.0
V00LEXWHY2,"EV:Q19a.Isometric strength: left knee extension, not able to complete measurements, equipment problems",1.0
V00LEXWHY3,"EV:Q19a.Isometric strength: left knee extension, not able to complete measurements, participant fatigue",1.0
V00LEXWHY4,"EV:Q19a.Isometric strength: left knee extension, not able to complete measurements, participant refused",1.0
V00LEXWHY5,"EV:Q19a.Isometric strength: left knee extension, not able to complete measurements, other",1.0
V00LFXPN,"EV:Q21.Isometric strength: left knee flexion, any knee pain during test",1.0
V00LFXCOMP,"EV:Q22.Isometric strength: left knee flexion, able to complete (3) measurements",1.0
V00LFXWHY1,"EV:Q22a.Isometric strength: left knee flexion, not able to complete measurements, knee pain",1.0
V00LFXWHY2,"EV:Q22a.Isometric strength: left knee flexion, not able to complete measurements, equipment problems",1.0
V00LFXWHY3,"EV:Q22a.Isometric strength: left knee flexion, not able to complete measurements, participant fatigue",1.0
V00LFXWHY4,"EV:Q22a.Isometric strength: left knee flexion, not able to complete measurements, participant refused",1.0
V00LFXWHY5,"EV:Q22a.Isometric strength: left knee flexion, not able to complete measurements, other",1.0
V00W2STFID,EV:20-meter walk: staff ID #,0.0
V00STEPST1,EV:Q1.20-meter walk: trial 1 number of steps,1.0
V00TIMET1,EV:Q1.20-meter walk: trial 1 time to complete (sec.hundredths/sec),1.0
V00WLK20T1,EV:Q1.20-meter walk: trial 1 result,1.0
V00STEPST2,EV:Q2.20-meter walk: trial 2 number of steps,1.0
V00TIMET2,EV:Q2.20-meter walk: trial 2 time to complete (sec.hundredths/sec),1.0
V00WLK20T2,EV:Q2.20-meter walk: trial 2 result,1.0
V00WLKAID,EV:Q3.20-meter walk: using walking aid such as cane,1.0
V00W4STFID,EV:400-meter walk: staff ID #,0.0
V00W20COMP,EV:Q1.400-meter walk eligibility: able to complete trial 1 and trial 2 of the 20-meter walk,1.0
V00WALKER,EV:Q6.400-meter walk eligibility: use walker or quad cane when walk,1.0
V00SAFEWLK,EV:Q12.400-meter walk eligibility: feel it would be safe to try to walk up and down hallway,1.0
V00HRB4WLK,EV:Q1.400-meter walk: heart rate before walk,1.0
V00RESTT1,EV:Q3a.400-meter walk: rest stop #1,1.0
V00RESTT2,EV:Q3b.400-meter walk: rest stop #2,1.0
V00RESTT3,EV:Q3c.400-meter walk: rest stop #3,1.0
V00RESTT4,EV:Q3d.400-meter walk: rest stop #4,1.0
V00RESTT5,EV:Q3e.400-meter walk: rest stop #5,1.0
V00RESTT6,EV:Q3f.400-meter walk: rest stop #6,1.0
V00RESTT7,EV:Q3g.400-meter walk: rest stop #7,1.0
V00RESTT8,EV:Q3h.400-meter walk: rest stop #8,1.0
V00RESTT9,EV:Q3i.400-meter walk: rest stop #9,1.0
V00RESTT10,EV:Q3j.400-meter walk: rest stop #10,1.0
V00NUMSTOP,EV:Q4.400-meter walk: total number rest stops,1.0
V00HR400WK,EV:Q8.400-meter walk: heart rate at 400-m or at stop,1.0
V00HR135,EV:Q9.400-meter walk: heart rate exceed 135 bpm during walk,1.0
V00CANEUSE,EV:Q10.400-meter walk: use cane,1.0
V00COMP10,EV:Q11.400-meter walk: complete full 10 laps,1.0
V00REASW1,"EV:Q11a.400-meter walk: not able to complete 10 laps, excluded based on eligibility criteria",1.0
V00REASW2,"EV:Q11a.400-meter walk: not able to complete 10 laps, began walk but could not complete",1.0
V00REASW3,"EV:Q11a.400-meter walk: not able to complete 10 laps, heart rate exceeded 135 bpm during walk and did not feel well",1.0
V00REASW4,"EV:Q11a.400-meter walk: not able to complete 10 laps, heart rate fell below 40 bpm during walk",1.0
V00REASW5,"EV:Q11a.400-meter walk: not able to complete 10 laps, reported felt too tired during walk",1.0
V00REASW6,"EV:Q11a.400-meter walk: not able to complete 10 laps, reported chest pain during walk",1.0
V00REASW7,"EV:Q11a.400-meter walk: not able to complete 10 laps, reported shortness of breath during walk",1.0
V00REASW8,"EV:Q11a.400-meter walk: not able to complete 10 laps, reported feeling faint during walk",1.0
V00REASW9,"EV:Q11a.400-meter walk: not able to complete 10 laps, reported knee pain during walk",1.0
V00REASW10,"EV:Q11a.400-meter walk: not able to complete 10 laps, reported hip pain during walk",1.0
V00REASW11,"EV:Q11a.400-meter walk: not able to complete 10 laps, reported calf pain during walk",1.0
V00REASW12,"EV:Q11a.400-meter walk: not able to complete 10 laps, reported back pain during walk",1.0
V00REASW13,"EV:Q11a.400-meter walk: not able to complete 10 laps, sat down during walk",1.0
V00REASW14,"EV:Q11a.400-meter walk: not able to complete 10 laps, more than 15 minutes elapsed from start of test",1.0
V00REASW15,"EV:Q11a.400-meter walk: not able to complete 10 laps, refused",1.0
V00REASW16,"EV:Q11a.400-meter walk: not able to complete 10 laps, other",1.0
V00DISCOMF,EV:Q12.400-meter walk: any discomfort,1.0
V00SOB400W,"EV:Q12a.400-meter walk: type of discomfort, shortness of breath",1.0
V00WHE400W,"EV:Q12a.400-meter walk: type of discomfort, wheezing/dyspnea",1.0
V00PN400W,"EV:Q12a.400-meter walk: type of discomfort, pain",1.0
V00OTH400W,"EV:Q12a.400-meter walk: type of discomfort, other",1.0
V00RPN400W,EV:Q13.400-meter walk: right knee pain during walk,1.0
V00RPWKTYP,"EV:Q13i.400-meter walk: right knee pain mild, moderate or severe",1.0
V00RPWKPRV,EV:Q13ii.400-meter walk: right knee pain prevent from walking at usual pace,1.0
V00LPN400W,EV:Q13.400-meter walk: left knee pain during walk,1.0
V00LPWKTYP,"EV:Q13i.400-meter walk: left knee pain mild, moderate or severe",1.0
V00LPWKPRV,EV:Q13ii.400-meter walk: left knee pain prevent walking at usual pace,1.0
V00NPN400W,EV:Q13.400-meter walk: no knee pain during walk,1.0
V00DKP400W,"EV:Q13.400-meter walk: knee pain during walk, don't know",1.0
V00RFP400W,"EV:Q13.400-meter walk: knee pain during walk, refused",1.0
V00K1STFID,EV:Knee exam: staff ID #,0.0
V00RKPATPN,"EV:Right knee exam: patellar quadriceps tendinitis, pain/tenderness at any four sites",1.0
V00LKPATPN,"EV:Left knee exam: patellar quadriceps tendinitis, pain/tenderness at any four sites",1.0
V00RKEFFB,"EV:Right knee exam: effusion, bulge sign positive",1.0
V00RKEFFPT,"EV:Right knee exam: effusion, patellar tap positive",1.0
V00LKEFFB,"EV:Left knee exam: effusion, bulge sign positive",1.0
V00LKEFFPT,"EV:Left knee exam: effusion, patellar tap positive",1.0
V00RKRFXPN,EV:Right knee exam: knee flexion pain/tenderness present on exam,1.0
V00LKRFXPN,EV:Left knee exam: knee flexion pain/tenderness present on exam,1.0
V00RKLTTPN,EV:Right knee exam: lateral tibiofemoral pain/tenderness present on exam,1.0
V00RKMTTPN,EV:Right knee exam: medial tibiofemoral pain/tenderness present on exam,1.0
V00RKABPN,"EV:Right knee exam: anserine bursa, pain/tenderness present on exam",1.0
V00LKLTTPN,EV:Left knee exam: lateral tibiofemoral pain/tenderness present on exam,1.0
V00LKMTTPN,EV:Left knee exam: medial tibiofemoral pain/tenderness present on exam,1.0
V00LKABPN,"EV:Left knee exam: anserine bursa, pain/tenderness present on exam",1.0
V00RKPFCRE,EV:Right knee exam: patello-femoral crepitus present on exam,1.0
V00LKPFCRE,EV:Left knee exam: patello-femoral crepitus present on exam,1.0
V00RKPGDPN,"EV:Right knee exam: patellar grind, painful or tender behind knee cap",1.0
V00LKPGDPN,"EV:Left knee exam: patellar grind, painful or tender behind knee cap",1.0
V00LLWGT,EV:Q16.Isometric strength: left leg weight (N),1.0
V00RLWGT,EV:Q5.Isometric strength: right leg weight (N),1.0
P01HEIGHT,SV:Average height (mm) (calc),1.0
P01WEIGHT,SV:Average current scale weight (kg) (calc),1.0
P01BMI,SV:Body mass index (calc),1.0
P01RH1CV,SV:Right hand exam: joint 1 (calc),1.0
P01RH2CV,SV:Right hand exam: joint 2 (calc),1.0
P01RH3CV,SV:Right hand exam: joint 3 (calc),1.0
P01RH4CV,SV:Right hand exam: joint 4 (calc),1.0
P01RH5CV,SV:Right hand exam: joint 5 (calc),1.0
P01LH1CV,SV:Left hand exam: joint 1 (calc),1.0
P01LH2CV,SV:Left hand exam: joint 2 (calc),1.0
P01LH3CV,SV:Left hand exam: joint 3 (calc),1.0
P01LH4CV,SV:Left hand exam: joint 4 (calc),1.0
P01LH5CV,SV:Left hand exam: joint 5 (calc),1.0
P01RHBE,SV:Right hand exam: total number of bony enlargements (calc),1.0
P01LHBE,SV:Left hand exam: total number of bony enlargements (calc),1.0
V00ABCIRC,EV:Abdominal circumference (cm) (calc),1.0
V00CS5,EV:Repeated chair stands: able to complete 5 stands (calc),1.0
V00CSPACE,EV WBK:Repeated chair stand: pace in stands/sec (calc),1.0
V00REXP1CV,"EV:Q7a.Isometric strength: right knee extension, severity of pain (calc)",1.0
V00REXP2CV,"EV:Q7b.Isometric strength: right knee extension, knee pain prevent from pushing as hard as can (calc)",1.0
V00RFXP1CV,"EV:Q10a.Isometric strength: right knee flexion, severity of pain (calc)",1.0
V00RFXP2CV,"EV:Q10b.Isometric strength: right knee flexion, pain prevent from pulling as hard as can (calc)",1.0
V00LEXP1CV,"EV:Q18a.Isometric strength: left knee extension, severity of pain (calc)",1.0
V00LEXP2CV,"EV:Q18b.Isometric strength: left knee extension, pain prevent from pushing as hard as can (calc)",1.0
V00LFXP1CV,"EV:Q21a.Isometric strength: left knee flexion, severity of pain (calc)",1.0
V00LFXP2CV,"EV:Q21b.Isometric strength: left knee flexion, pain prevent from pulling as hard as can (calc)",1.0
V0020MPACE,EV:20-meter walk: pace (m/sec) (calc),1.0
V00400MTR,EV:400-meter walk: total meters walked (calc),1.0
V00KEXAMK,EV:Knee exam: knee eligible to be examined (calc),1.0
V00RKFHDEG,"EV:Right knee exam: flexion contracture/hyperextension, degrees (contracture positive) (calc)",1.0
V00LKFHDEG,"EV:Left knee exam: flexion contracture/hyperextension, degrees (contracture positive) (calc)",1.0
V00RKALNMT,"EV:Right knee exam: alignment, degrees (valgus negative) (calc)",1.0
V00LKALNMT,"EV:Left knee exam: alignment, degrees (valgus negative) (calc)",1.0
V00isstfid,Isometric Strength Staff ID #,0.0
V00isexmdt,ExamDate,0.0
V00rftrial,Right Flexion MAX Force TRIAL No,1.0
V00rfmaxf,Right Flexion MAX Force,1.0
V00rfTLPL,Right Flexion MAX Force Low Production Limit,1.0
V00rfTHPL,Right Flexion MAX Force High Production Limit,1.0
V00rfTLRL,Right Flexion MAX Force Low Relaxation Limit,1.0
V00rfTHRL,Right Flexion MAX Force High Relaxation Limit,1.0
V00retrial,Right Extension MAX Force TRIAL No,1.0
V00remaxf,Right Extension MAX Force,1.0
V00reTLPL,Right Extension MAX Force Low Production Limit,1.0
V00reTHPL,Right Extension MAX Force High Production Limit,1.0
V00reTLRL,Right Extension MAX Force Low Relaxation Limit,1.0
V00reTHRL,Right Extension MAX Force High Relaxation Limit,1.0
V00lftrial,Left Flexion MAX Force TRIAL No,1.0
V00lfmaxf,Left Flexion MAX Force,1.0
V00lfTLPL,Left Flexion MAX Force Low Production Limit,1.0
V00lfTHPL,Left Flexion MAX Force High Production Limit,1.0
V00lfTLRL,Left Flexion MAX Force Low Relaxation Limit,1.0
V00lfTHRL,Left Flexion MAX Force High Relaxation Limit,1.0
V00letrial,Left Extension MAX Force TRIAL No,1.0
V00lemaxf,Left Extension MAX Force,1.0
V00leTLPL,Left Extension MAX Force Low Production Limit,1.0
V00leTHPL,Left Extension MAX Force High Production Limit,1.0
V00leTLRL,Left Extension MAX Force Low Relaxation Limit,1.0
V00leTHRL,Left Extension MAX Force High Relaxation Limit,1.0
V00CALLDOC,"EV:Q7.400-meter walk eligibility: had to see or call doctor for worsening angina (chest or heart pain) or worsening shortness of breath, past 3 months",1.0
V00HRELG,EV:400-meter walk eligibility: meets old or new heart rate exclusion criterion (calc),1.0
V00SYSELG,EV:400-meter walk eligibility: meets new or old systolic blood pressure exclusion criterion (calc),1.0
V00DIASELG,EV:400-meter walk eligibility: meets new or old diastolic blood pressure exclusion criterion (calc),1.0
V00400MCMP,EV:400-meter walk: completion status (calc),1.0
V00400MTIM,EV:400-meter walk: total time at 400-m or at stop (sec) (calc),1.0
V00rexcmp2,Right Extension Completed >=2 Good Trials,1.0
V00lexcmp2,Left Extension Completed >=2 Good Trials,1.0
V00rfxcmp2,Right Flexion Completed >=2 Good Trials,1.0
V00lfxcmp2,Left Flexion Completed >=2 Good Trials,1.0
V00400PAIN,"EV:400-meter walk: knee pain, which leg (calc)",1.0
V00lkdefcv,EV:Left knee exam: alignment varus or valgus (calc),1.0
V00rkdefcv,EV:Right knee exam: alignment varus or valgus (calc),1.0
V00400EXCL,EV:400-meter walk: reason excluded (calc),1.0
V00HOSPSUR,EV:400-meter walk eligibility: meets new or old hospitalization/surgery exclusion criteria (calc),1.0
V00rfSFR,Right Flexion Speed of Force Relaxation,1.0
V00leSFR,Left Extension Speed of Force Relaxation,1.0
V00lfSFP,Left Flexion Speed of Force Production,1.0
V00reSFP,Right Extension Speed of Force Production,1.0
V00reSFR,Right Extension Speed of Force Relaxation,1.0
V00lfSFR,Left Flexion Speed of Force Relaxation,1.0
V00rfSFP,Right Flexion Speed of Force Production,1.0
V00leSFP,Left Extension Speed of Force Production,1.0
P02DATE,IEI:Date Initial Eligibility Interview completed,0.0
P02KRS3,"IEI:Q13.Either knee, considering knee replacement surgery, next 3 years",1.0
P02PA1,IEI:Q14a.Climb up total of 10 or more flights of stairs on most days,1.0
P02PA2,IEI:Q14b.Kneel for 30 minutes or more on most days,1.0
P02PA3,IEI:Q14c.Squat or deep knee bend for 30 minutes or more on most days,1.0
P02PA4,IEI:Q14d.Lift or move objects weighing 25 lbs. or more by hand on most days,1.0
P02FAMHXKR,"IEI:Q15.Mother, father, sister, or brother (blood relative) had knee repl surgery where all/part of knee replaced (used for study eligibility)",1.0
P02JBMP,IEI:Q16.Observe obvious hard bumps on joints closest to fingertips,1.0
P02STMED,IEI:Q23.Participating in any research study that includes taking medications or supplements,1.0
P02HR1,IEI:Q42.How heard about OAI: brochure,0.0
P02HR2,IEI:Q42.How heard about OAI: doctor,0.0
P02HR3,IEI:Q42.How heard about OAI: flyer,0.0
P02HR4,IEI:Q42.How heard about OAI: friend/family,0.0
P02HR5,IEI:Q42.How heard about OAI: mail,0.0
P02HR6,IEI:Q42.How heard about OAI: newspaper,0.0
P02HR7,IEI:Q42.How heard about OAI: radio advertisement,0.0
P02HR8,IEI:Q42.How heard about OAI: television,0.0
P02HR9,IEI:Q42.How heard about OAI: other,0.0
P02HR10,IEI:Q42.How heard about OAI: don't know/don't remember,0.0
P02HR11,IEI:Q42.How heard about OAI: refused,0.0
P01SVDATE,SV:Date Screening Visit completed,0.0
P01FAMHR,"SV:Q12.Mother, father, sister, or brother (blood relative) had hip replacement surgery for arthritis, where all or part of hip joint replaced",1.0
P01FAMKR,"SV:Q13.Mother, father, sister, or brother (blood relative) had knee replacement surgery for arthritis, where all or part of knee joint replaced",1.0
P01MRIB4,SV:Q1.Ever had MRI before,0.0
P01MRCMP,SV:Q1b.Able to complete MRI scan,0.0
P01CLAU,SV:Q4.Have claustrophobia,0.0
V00MARITST,SAQ:Q3.Marital status,1.0
V00LIVE1,SAQ:Q5.Live with spouse,1.0
V00LIVE2,SAQ:Q5.Live with romantic partner,1.0
V00LIVE3,SAQ:Q5.Live with children,1.0
V00LIVE4,SAQ:Q5.Live with other relatives or friends,1.0
V00LIVE5,"SAQ:Q5.Live with someone else (not child, spouse, romantic partner)",1.0
V00HLTHCAR,SAQ:Q7a.Where usually go for health care or advice about health care,1.0
V00HLTHCOV,SAQ:Q8.Currently have any kind of health care coverage,1.0
V00MEDINS,SAQ:Q9.Have any health insurance plan that pays for all or part of cost of prescription medicines,1.0
V00EVDATE,EV:Date Enrollment Visit completed,0.0
V00PA230,"EV:Q29.Kneel 30 minutes or more during single day, past 30 days",1.0
V00PA330,"EV:Q30.Squat 30 minutes or more during single day, past 30 days",1.0
V00PA530,"EV:Q31.Get in and out of squatting position 10 or more times during single day, past 30 days",1.0
V00PA430,"EV:Q32.Lift or move objects weighing 25 pounds or more by hand during single day, past 30 days",1.0
V00PA130,"EV:Q33.Climb up a total of 10 or more flights of stairs during single day, past 30 days (one flight is about 10 steps)",1.0
V00PA130NM,"EV:Q34.How many flights of stairs have you climbed up, past 7 days (one flight equals 10 steps)",1.0
V00PASE1,"EV:Leisure activities: sitting, past 7 days",1.0
V00PASE1HR,"EV:Leisure activities: sitting, hours per day, past 7 days",1.0
V00PASE2,"EV:Leisure activities: walking, past 7 days",1.0
V00PASE2HR,"EV:Leisure activities: walking, hours per day, past 7 days",1.0
V00PASE3,"EV:Leisure activities: light sport/recreation, past 7 days",1.0
V00PASE3HR,"EV:Leisure activities: light sport/recreation, hours per day, past 7 days",1.0
V00PASE4,"EV:Leisure activities: moderate sport/recreation, past 7 days",1.0
V00PASE4HR,"EV:Leisure activities: moderate sport/recreation, hours per day, past 7 days",1.0
V00PASE5,"EV:Leisure activities: strenuous sport/recreation, past 7 days",1.0
V00PASE5HR,"EV:Leisure activities: strenuous sport/recreation, hours per day, past 7 days",1.0
V00PASE6,"EV:Leisure activities: muscle strength/endurance, past 7 days",1.0
V00PASE6HR,"EV:Leisure activities: muscle strength/endurance, hours per day, past 7 days",1.0
V00HOUACT1,"EV:Household activities: light housework, past 7 days",1.0
V00HOUACT2,"EV:Household activities: heavy housework, past 7 days",1.0
V00HOUACT3,"EV:Household activities: home repairs, past 7 days",1.0
V00HOUACT4,"EV:Household activities: lawn work/yard care, past 7 days",1.0
V00HOUACT5,"EV:Household activities: outdoor gardening, past 7 days",1.0
V00HOUACT6,"EV:Household activities: caring for another person, past 7 days",1.0
V00WORK7,"EV:Occupational activities: work (pay/volunteer), past 7 days",1.0
V00WORKAMT,"EV:Occupational activities: occupational activity level, past 7 days",1.0
V00CUREMP,"EV:Q45.Currently work for pay (include self employed work for pay; answer Yes if on leave from work, expect to return within 6 months)",1.0
V00WEEKWK,"EV:Q46.About how many weeks worked, past 12 months (include paid vacation weeks as weeks worked)",1.0
V00HOURWK,"EV:Q47.When worked how many hours per week usually work, past 12 months (include any overtime hours usually worked)",1.0
V00MISSWK,"EV:Q48.About how many half or full workdays missed because of knee pain, aching or stiffness, past 3 months",1.0
P02WTGA,"IEI:Above weight cut-off for age/gender group (calc, used for study eligibility)",1.0
P02KRS3CV,"IEI:Q13a.Which knee considering having replaced, next 3 years (calc)",1.0
P02JBMPCV,"IEI:Q16a.Hard bumps on fingers of right hand, left hand or both hands (calc, if=3 used for study eligibility)",1.0
P01MOMHRCV,SV:Q12a.Mother had hip replacement surgery (calc),1.0
P01DADHRCV,SV:Q12b.Father had hip replacement surgery (calc),1.0
P01SISHRCV,SV:Q12c.Sister had hip replacement surgery (calc),1.0
P01BROHRCV,SV:Q12d.Brother had hip replacement surgery (calc),1.0
P01MOMKRCV,SV:Q13a.Mother had knee replacement surgery (calc),1.0
P01DADKRCV,SV:Q13b.Father had knee replacement surgery (calc),1.0
P01SISKRCV,SV:Q13c.Sister had knee replacement surgery (calc),1.0
P01BROKRCV,SV:Q13d.Brother had knee replacement surgery (calc),1.0
P01MRKCBCV,SV:Q1c.Knees fit comfortably inside knee coil with coil completely closed (calc),1.0
V00INCOME,SAQ:Yearly income (calc),1.0
V00AGE,"EV:Age (calc, used for study eligibility)",1.0
V00PA230CV,"EV:Q29a.How often kneel 30 minutes or more during typical week, past 30 days (calc)",1.0
V00PA330CV,"EV:Q30a.How often squat for 30 minutes or more during typical week, past 30 days (calc)",1.0
V00PA530CV,"EV:Q31a.How often get in and out of squatting position 10 or more times during a typical week, past 30 days (calc)",1.0
V00PA430CV,"EV:Q32a.How often lift or move objects weighing 25 pounds or more by hand during a typical week, past 30 days (calc)",1.0
V00PA130CV,"EV:Q33a.How often climb up total of 10 or more flights of stairs during typical week, past 30 days (calc)",1.0
V00PASE,EV:Physical Activity Scale for the Elderly (PASE) score (calc),1.0
V00CEMPLOY,EV:Current employment (calc),1.0
V00ENRCR1,"Enr Expn:Q1.Exception to eligibility criteria, no acceptable screening knee x-ray, can be for cohort assignment only",1.0
V00ENRCR2,"Enr Expn:Q1.Exception to eligibility criteria, minimum MRI requirements for enrollment not met",1.0
V00ENRCR3,"Enr Expn:Q1.Exception to eligibility criteria, minimum blood collection requirements for enrollment not met",1.0
V00ENRCR4,"Enr Expn:Q1.Exception to eligibility criteria, minimum urine collection requirements for enrollment not met",1.0
V00ENRCR5,"Enr Expn:Q1.Exception to eligibility criteria, minimum baseline requirements met but outside of designated window",1.0
V00ENRCR6,"Enr Expn:Q1.Exception to eligibility criteria, did not fulfill risk-factor eligibility criteria for assigned cohort",1.0
V00ENREXCP,Enr Expn:Participant has enrollment exception (calc),1.0
V00HANDED,EV XR:Dominant hand for hand x-ray (calc),1.0
P02STMEDCV,IEI:Q23a.Told what study medications taken for research study (calc),0.0
P01MRPRBCV,SV:Q1a.Any problems related to the MRI scan (calc),0.0
V00EDCV,SAQ:Q6.Highest grade or year of school completed (calc),1.0
V00LIVENO,"SAQ:Q4.Besides self, how many other people live in household (calc)",1.0
